Time stamps,Elapsed time,torque_time_list,speed_time_list,power_time_list,efficiency_time_list,vibration_time_list,CNfault_time_list,basic_freq_list,Icn_y
1740560784,26032.400000,27.781509,903.900146,8058.233031,65.599108,0,0.020402,19.966457,-0.001637
1740561433,26043.216667,27.191161,825.531006,10858.413040,92.958668,0,0.035522,44.861921,0.007950
1740562081,26054.016667,26.478545,987.121582,7742.004381,42.862961,0,0.029827,15.320543,-0.006504
1740562755,26065.250000,27.131299,1044.067383,7432.709066,25.035962,0,0.026504,26.199215,-0.007310
1740563404,26076.066667,28.716522,865.539551,9400.645295,108.808291,0,0.037041,28.868462,0.003350
1740564075,26087.250000,27.222973,1225.067139,7298.780271,34.021863,0,0.035506,18.504042,0.005158
1740564724,26098.066667,27.270632,916.992188,9156.743551,107.680873,0,0.017269,26.076389,-0.001750
1740565371,26108.850000,27.962940,1308.471680,7161.289164,27.498619,0,0.031393,21.873783,-0.003669
1740566034,26119.900000,27.279779,1359.466553,7366.110183,33.414361,0,0.031849,25.414529,-0.003627
1740566680,26130.666667,28.281672,1194.671631,7377.754620,31.932770,0,0.021339,28.363019,-0.006977
1740567338,26141.633333,28.160870,1003.051758,8358.841530,76.606460,0,0.025851,22.632283,-0.007379
1740567983,26152.383333,28.303443,1184.967041,7468.698349,28.094872,0,0.025949,21.562953,-0.002581
1740568639,26163.316667,29.576777,1413.299561,7268.339017,33.418936,0,0.035686,19.472575,-0.006942
1740569285,26174.083333,27.520872,1250.061035,7458.721911,29.205737,0,0.035637,16.860699,-0.009717
1740569942,26185.033333,28.027396,1121.887207,7659.198275,25.008878,0,0.017810,25.741329,-0.011678
1740570587,26195.783333,27.980074,1131.958008,7483.585305,41.427955,0,0.037744,15.698623,0.011468
1740571245,26206.750000,27.241271,1177.276611,7679.990692,29.902777,0,0.026469,26.381435,-0.004607
1740571889,26217.483333,27.112684,1539.367676,7314.913908,35.968664,0,0.031706,23.400800,-0.002020
1740572546,26228.433333,27.723948,1231.292725,7589.343854,33.627548,0,0.020635,23.215100,-0.011665
1740573191,26239.183333,30.548686,1411.834717,7197.477974,30.146320,0,0.024823,28.829933,-0.001167
1740573848,26250.133333,26.263280,1405.517578,7405.110837,30.633863,0,0.028209,16.628026,-0.008697
1740574493,26260.883333,27.026926,1078.216553,7365.427366,29.897346,0,0.029030,21.407799,-0.001301
