Time stamps,Elapsed time,torque_time_list,speed_time_list,power_time_list,efficiency_time_list,vibration_time_list,CNfault_time_list,basic_freq_list,Icn_y
1742259864,54350.400000,29.392344,0,11647.591711,93.282763,0,0.021330,47.541091,-0.008687
1742260494,54360.900000,29.137546,0,11636.817153,92.559733,0,0.021998,47.461866,-0.003634
1742261126,54371.433333,29.650118,0,11679.778734,93.841541,0,0.025694,47.554763,-0.013639
1742261766,54382.100000,29.351983,0,11670.336339,92.973118,0,0.012619,47.727607,-0.006463
1742262390,54392.500000,29.283287,0,11649.516804,92.921290,0,0.016724,47.434747,-0.005595
1742263029,54403.150000,28.693828,0,11666.880626,90.915318,0,0.019656,47.565732,-0.003095
1742263654,54413.566667,28.970787,0,11674.893445,91.729852,0,0.026805,47.454665,-0.002528
1742264292,54424.200000,29.864918,0,11734.130138,94.083563,0,0.018552,47.715005,-0.006468
1742264917,54434.616667,29.266900,0,11616.047214,93.136877,0,0.024858,47.612680,-0.005718
1742265556,54445.266667,30.427372,0,11720.232030,95.969129,0,0.020607,47.787696,-0.007508
1742266180,54455.666667,29.556502,0,11696.135358,93.414430,0,0.022375,47.578124,-0.003820
1742266818,54466.300000,29.276184,0,11664.523404,92.779237,0,0.033016,47.599309,-0.001195
1742267442,54476.700000,29.259778,0,11642.676706,92.901240,0,0.022779,47.611903,-0.003367
1742268081,54487.350000,28.494290,0,11605.537543,90.760295,0,0.012686,47.704241,-0.008745
1742268706,54497.766667,28.395509,0,11581.833606,90.630767,0,0.029290,47.561743,-0.000310
1742269344,54508.400000,30.709226,0,11727.548479,96.797683,0,0.021909,47.716589,-0.000878
1742269969,54518.816667,29.237938,0,11707.744986,92.315964,0,0.027059,47.699003,0.001543
1742270608,54529.466667,29.147567,0,11601.284711,92.875155,0,0.026865,47.195114,-0.007498
1742271232,54539.866667,29.122205,0,11607.879747,92.741619,0,0.019493,47.546522,-0.003148
1742271871,54550.516667,28.940237,0,11588.461666,92.316562,0,0.022948,47.539207,0.000502
1742272496,54560.933333,28.932043,0,11715.382699,91.290576,0,0.027092,47.684814,-0.006682
1742273124,54571.400000,29.642936,0,11758.606003,93.189870,0,0.008939,47.746936,-0.000560
1742273751,54581.850000,29.723675,0,11787.239761,93.216696,0,0.021121,47.944455,-0.000008
1742274378,54592.300000,29.150758,0,11649.723354,92.499113,0,0.024418,47.876442,-0.000503
1742275006,54602.766667,29.719653,0,11774.611713,93.304043,0,0.022103,48.174201,-0.005358
1742275634,54613.233333,29.659460,0,11709.027068,93.636626,0,0.021535,48.150976,-0.005717
1742276261,54623.683333,28.993265,0,11552.689367,92.772091,0,0.020127,47.499849,-0.008605
1742276909,54634.483333,29.746853,0,11704.429011,93.949424,0,0.021651,47.862997,-0.008910
1742277534,54644.900000,29.848576,0,11744.833064,93.946390,0,0.023647,47.911918,-0.004651
1742278172,54655.533333,29.012121,0,11675.045606,91.859530,0,0.019864,47.618242,0.002605
1742278797,54665.950000,29.096351,0,11694.151830,91.975704,0,0.015956,47.583424,-0.002028
1742279435,54676.583333,29.405657,0,11634.816458,93.427490,0,0.022813,47.616308,-0.007182
1742280060,54687.000000,28.354204,0,11536.765627,90.852465,0,0.011635,47.297365,-0.004154
1742280698,54697.633333,28.723698,0,11582.076478,91.676335,0,0.015561,47.424418,-0.008452
1742281322,54708.033333,29.467528,0,11537.638856,94.412628,0,0.020482,47.231731,-0.005518
1742281961,54718.683333,28.688664,0,11578.222129,91.595002,0,0.015289,47.224030,-0.011407
1742282586,54729.100000,28.833585,0,11626.520049,91.675277,0,0.020996,47.243417,-0.003208
1742283224,54739.733333,28.546854,0,11552.325435,91.346553,0,0.026962,47.339439,-0.005743
1742283849,54750.150000,28.435920,0,11567.432723,90.872740,0,0.021239,47.255621,-0.007913
1742284488,54760.800000,28.767934,0,11556.545848,92.020365,0,0.025650,47.224812,-0.004552
1742285113,54771.216667,28.998521,0,11597.980468,92.426563,0,0.023049,47.405710,-0.007902
1742285751,54781.850000,29.794606,0,11646.673003,94.566887,0,0.025497,47.710591,-0.008887
1742286375,54792.250000,29.465697,0,11724.232257,92.904260,0,0.030331,47.772807,0.002673
1742287014,54802.900000,29.602387,0,11687.255417,93.630539,0,0.022105,47.602857,-0.007373
1742287640,54813.333333,29.576218,0,11693.571180,93.497241,0,0.020158,47.660480,-0.007098
1742288277,54823.950000,28.581803,0,11615.465582,90.961231,0,0.037952,47.533184,0.001545
1742288902,54834.366667,28.561236,0,11600.675876,91.011657,0,0.023517,47.493984,0.000665
1742289541,54845.016667,28.647995,0,11630.350003,91.055205,0,0.025873,47.423492,-0.004565
1742290165,54855.416667,29.667696,0,11738.114053,93.430530,0,0.024644,47.846180,-0.000093
1742290803,54866.050000,29.681246,0,11684.781254,93.899842,0,0.021234,47.769021,-0.006865
1742291427,54876.450000,29.037727,0,11626.293435,92.326136,0,0.017819,47.670166,-0.000181
1742292066,54887.100000,29.521842,0,11725.318445,93.072660,0,0.033541,47.864954,0.003735
1742292690,54897.500000,29.169788,0,11715.268472,92.041641,0,0.026745,47.983561,-0.002256
1742293329,54908.150000,29.787801,0,11766.842458,93.579738,0,0.024683,48.165064,-0.002921
1742293953,54918.550000,29.342079,0,11722.608288,92.527314,0,0.030547,47.821737,-0.003291
1742294591,54929.183333,29.237717,0,11637.789684,92.870178,0,0.029425,47.836335,0.000303
1742295215,54939.583333,29.259646,0,11690.709448,92.519127,0,0.022461,47.741475,-0.009459
1742295854,54950.233333,29.833150,0,11758.783144,93.786441,0,0.024608,47.989209,-0.003871
1742296479,54960.650000,29.694149,0,11764.928886,93.300699,0,0.019830,48.025222,-0.003412
1742297118,54971.300000,28.954958,0,11707.324503,91.425767,0,0.025252,47.990711,0.001666
1742297742,54981.700000,29.827397,0,11743.447112,93.890810,0,0.023471,48.007498,-0.006364
1742298380,54992.333333,29.879689,0,11761.718889,93.909299,0,0.023899,47.927918,-0.004297
1742299005,55002.750000,29.003634,0,11652.319301,92.011765,0,0.025095,47.742350,-0.003414
1742299645,55013.416667,29.620582,0,11717.910224,93.442993,0,0.026233,47.663895,-0.006689
1742300268,55023.800000,29.201038,0,11712.719494,92.160298,0,0.019978,47.669718,-0.003362
1742300907,55034.450000,29.147243,0,11632.774711,92.622712,0,0.026593,47.589121,-0.003626
1742301532,55044.866667,29.375934,0,11716.396682,92.683183,0,0.013141,47.756471,-0.003305
1742302170,55055.500000,29.256844,0,11662.111135,92.737124,0,0.024127,47.818065,0.000395
1742302794,55065.900000,29.841300,0,11765.970221,93.754759,0,0.023452,48.075782,-0.003503
1742303433,55076.550000,29.131397,0,11595.309940,92.871460,0,0.020795,47.641997,-0.000286
1742304057,55086.950000,29.460805,0,11752.459489,92.665735,0,0.012250,48.079171,-0.006771
1742304695,55097.583333,29.373244,0,11772.781276,92.230839,0,0.020559,48.015895,0.000652
1742305319,55107.983333,28.976879,0,11689.667566,91.633182,0,0.019345,47.901515,-0.001978
1742305958,55118.633333,29.466140,0,11785.329927,92.424014,0,0.022182,48.029082,0.000002
1742306583,55129.050000,28.367576,0,11656.033002,89.965249,0,0.024025,47.844515,-0.000583
1742307222,55139.700000,29.988948,0,11782.316377,94.087922,0,0.021889,47.989896,-0.000480
1742307846,55150.100000,29.652609,0,11761.587843,93.196645,0,0.015414,48.070649,-0.000493
1742308484,55160.733333,29.048838,0,11733.873010,91.514666,0,0.019670,48.046467,0.000210
1742309108,55171.133333,29.754449,0,11751.979692,93.593179,0,0.016610,47.934765,0.002532
1742309746,55181.766667,29.742255,0,11766.889278,93.436283,0,0.022611,47.994435,0.001628
1742310370,55192.166667,29.254064,0,11684.343793,92.551872,0,0.019858,47.914003,-0.003924
1742311009,55202.816667,28.995428,0,11777.841167,91.005398,0,0.026019,47.998258,0.001137
1742311633,55213.216667,29.574614,0,11616.567532,94.111911,0,0.016004,47.629965,0.002032
1742312271,55223.850000,28.708060,0,11748.266787,90.330282,0,0.028499,48.076790,0.002780
1742312896,55234.266667,29.354808,0,11690.818530,92.819164,0,0.014188,48.093359,-0.003002
1742313534,55244.900000,30.012062,0,11705.322203,94.779798,0,0.014178,48.014674,-0.008121
1742314159,55255.316667,29.826243,0,11812.088194,93.341590,0,0.017172,48.203453,0.003342
1742314797,55265.950000,30.283471,0,11784.466535,94.994627,0,0.018326,48.064322,-0.005850
1742315422,55276.366667,29.681958,0,11703.475810,93.752099,0,0.016418,47.711976,0.001439
1742316061,55287.016667,29.112610,0,11673.069400,92.193309,0,0.018095,47.711406,-0.005975
1742316685,55297.416667,29.602497,0,11762.215044,93.034185,0,0.017238,48.077513,-0.005517
1742317324,55308.066667,29.282676,0,11752.531533,92.104885,0,0.018206,47.941444,-0.003567
1742317948,55318.466667,29.403796,0,11694.273696,92.946591,0,0.018451,47.885605,0.003246
1742318587,55329.116667,30.302123,0,11783.626981,95.059909,0,0.013590,48.129365,-0.003443
1742319211,55339.516667,30.098041,0,11753.553776,94.661277,0,0.015317,48.066810,0.002778
1742319849,55350.150000,29.975876,0,11853.775165,93.479959,0,0.009049,48.308500,0.003832
1742320473,55360.550000,29.182242,0,11708.467038,92.134428,0,0.018008,48.029957,-0.001402
1742321112,55371.200000,29.877431,0,11858.974285,93.132113,0,0.017080,48.525782,-0.000935
1742321737,55381.616667,29.576680,0,11798.943765,92.663695,0,0.021864,48.469404,-0.001229
1742322375,55392.250000,29.845315,0,11750.318944,93.892268,0,0.022606,48.124452,-0.007333
1742323000,55402.666667,29.970235,0,11786.225320,93.998025,0,0.018779,48.202852,-0.001424
