Time stamps,Elapsed time,torque_time_list,speed_time_list,power_time_list,efficiency_time_list,vibration_time_list,CNfault_time_list,Icn_y,basic_freq_list
1741576912,42946.866667,20.187606,0,9082.012303,82.168631,0,0.015366,-0.014520,41.468232
1741577540,42957.333333,20.613145,0,9112.318911,83.621636,0,0.009752,-0.009742,41.485154
1741578167,42967.783333,19.995697,0,9029.974270,81.856534,0,0.011319,-0.011290,41.441846
1741578807,42978.450000,19.900653,0,8974.198128,81.973786,0,0.010659,-0.010645,41.308466
1741579431,42988.850000,20.463777,0,9129.490259,82.859554,0,0.010818,-0.010612,41.686487
1741580070,42999.500000,19.787907,0,9039.276775,80.922541,0,0.016096,-0.014537,41.481377
1741580695,43009.916667,20.008812,0,9035.736352,81.857990,0,0.009973,-0.009584,41.324677
1741581333,43020.550000,20.266684,0,9059.785823,82.692876,0,0.009331,-0.009308,41.381438
1741581957,43030.950000,20.169346,0,9079.409715,82.117841,0,0.009592,-0.009550,41.431112
1741582585,43041.416667,20.461931,0,9045.347872,83.622791,0,0.008652,-0.008623,41.525187
1741583214,43051.900000,20.728104,0,9074.197866,84.441251,0,0.009552,-0.009552,41.551550
1741583842,43062.366667,20.630424,0,9014.233987,84.602394,0,0.011298,-0.011201,41.531228
1741584470,43072.833333,20.419940,0,9114.263869,82.820184,0,0.012077,-0.011154,41.937173
1741585098,43083.300000,20.681069,0,9017.196867,84.782213,0,0.013545,-0.013487,41.680512
1741585743,43094.050000,20.212304,0,9065.403424,82.419886,0,0.011195,-0.009978,41.668713
1741586367,43104.450000,20.658327,0,9232.586653,82.713247,0,0.012143,-0.009580,42.073155
1741587005,43115.083333,20.872948,0,9103.245365,84.759985,0,0.012816,-0.011068,41.738424
1741587630,43125.500000,20.728328,0,9134.372638,83.885881,0,0.014879,-0.013504,41.904963
1741588269,43136.150000,20.734381,0,9131.454350,83.937194,0,0.009528,-0.007441,41.809545
1741588894,43146.566667,20.023456,0,9073.437897,81.577519,0,0.013645,-0.013081,41.750551
1741589533,43157.216667,20.963390,0,9163.424069,84.568192,0,0.012613,-0.011330,41.837519
1741590157,43167.616667,20.066407,0,9084.960769,81.648813,0,0.014273,-0.007874,41.607606
1741590796,43178.266667,20.550937,0,9205.180082,82.528253,0,0.014411,-0.014394,41.942972
1741591420,43188.666667,20.912745,0,9094.241895,85.005665,0,0.017694,-0.017089,41.744606
1741592059,43199.316667,20.748626,0,9103.350961,84.254167,0,0.011415,-0.010967,41.518206
1741592684,43209.733333,20.338341,0,8995.098932,83.582028,0,0.014649,-0.014330,41.483139
1741593322,43220.366667,20.057342,0,9082.682693,81.632398,0,0.012871,-0.012099,41.745088
1741593947,43230.783333,21.112557,0,9141.805369,85.371359,0,0.014235,-0.013241,41.719106
1741594586,43241.433333,20.527756,0,9197.002168,82.508465,0,0.011160,-0.009194,41.926370
1741595210,43251.833333,20.660544,0,9157.929202,83.396495,0,0.013844,-0.008155,42.141608
1741595849,43262.483333,20.206097,0,9029.592715,82.721345,0,0.014749,-0.014633,41.724814
1741596473,43272.883333,20.328618,0,9068.469398,82.866154,0,0.014651,-0.014516,41.492950
1741597111,43283.516667,20.335321,0,9031.460686,83.233156,0,0.013981,-0.011186,41.621653
1741597736,43293.933333,20.720048,0,9055.595453,84.581828,0,0.013688,-0.013626,41.623644
1741598374,43304.566667,20.443749,0,9130.948268,82.765240,0,0.008771,-0.008680,41.918579
1741598998,43314.966667,20.478641,0,9147.608806,82.755501,0,0.014511,-0.010426,41.927061
1741599638,43325.633333,20.837236,0,9139.051798,84.283449,0,0.014223,-0.013567,41.963399
1741600262,43336.033333,21.116547,0,9084.798371,85.923297,0,0.011887,-0.010573,41.552888
1741600900,43346.666667,20.087544,0,9034.762082,82.188952,0,0.008070,-0.004696,41.666668
1741601525,43357.083333,20.592282,0,9153.913300,83.157420,0,0.010057,-0.007055,41.918738
1741602163,43367.716667,20.309257,0,9051.632281,82.941225,0,0.010197,-0.009164,41.856719
1741602788,43378.133333,19.876873,0,9114.571525,80.614865,0,0.008224,-0.005022,41.770036
1741603425,43388.750000,19.883952,0,9070.504450,81.035362,0,0.011446,-0.011386,41.714448
1741604050,43399.166667,20.531619,0,9119.356361,83.226634,0,0.014727,-0.013890,41.760334
1741604688,43409.800000,19.612984,0,8972.265478,80.806236,0,0.012003,-0.011681,41.424086
1741605312,43420.200000,20.797552,0,9138.515057,84.127875,0,0.012186,-0.010915,41.624536
1741605951,43430.850000,20.606336,0,9109.476305,83.620101,0,0.008324,-0.004043,41.538108
1741606575,43441.250000,20.262518,0,9066.615512,82.613599,0,0.011097,-0.010987,41.661347
1741607214,43451.900000,20.172567,0,9044.541365,82.447585,0,0.013116,-0.012716,41.650779
1741607838,43462.300000,20.655420,0,9057.555501,84.299764,0,0.015792,-0.014694,41.717237
1741608476,43472.933333,20.847860,0,9145.086712,84.270771,0,0.011129,-0.010561,41.920478
1741609101,43483.350000,21.152280,0,9131.775487,85.625926,0,0.010728,-0.010671,41.915764
1741609740,43494.000000,20.766933,0,9148.080423,83.916181,0,0.011333,-0.008266,41.956132
1741610364,43504.400000,20.213142,0,9082.991767,82.263699,0,0.015790,-0.015672,41.942891
1741611002,43515.033333,20.528406,0,9083.772288,83.539584,0,0.010914,-0.010703,41.660642
1741611627,43525.450000,20.468774,0,9136.620827,82.815104,0,0.012631,-0.012516,41.890851
1741612265,43536.083333,20.937530,0,9055.811799,85.467576,0,0.012035,-0.011820,41.827972
1741612890,43546.500000,21.140026,0,9201.952473,84.923691,0,0.016204,-0.016188,42.286342
1741613528,43557.133333,20.488526,0,9116.621434,83.076867,0,0.010322,-0.010214,41.886168
1741614153,43567.550000,20.706420,0,9136.550134,83.777249,0,0.015096,-0.014936,41.707263
1741614791,43578.183333,20.871652,0,9138.646508,84.426401,0,0.010699,-0.010086,41.673073
1741615415,43588.583333,20.667192,0,9129.553661,83.682616,0,0.011823,-0.010869,42.064430
1741616054,43599.233333,20.561349,0,9157.434305,83.000578,0,0.010773,-0.010640,41.811578
1741616679,43609.650000,20.532712,0,9124.653470,83.182747,0,0.008637,-0.007728,41.843186
1741617317,43620.283333,20.366749,0,9093.592688,82.792224,0,0.013706,-0.013117,42.026896
1741617942,43630.700000,20.512217,0,9209.895936,82.330585,0,0.013732,-0.013354,42.461014
1741618580,43641.333333,20.157098,0,9074.355378,82.113688,0,0.011680,-0.011675,41.902350
1741619204,43651.733333,20.722164,0,9073.706279,84.421625,0,0.009301,-0.008305,41.885119
1741619843,43662.383333,20.308335,0,9128.366294,82.240280,0,0.012626,-0.008563,42.088337
1741620467,43672.783333,20.307234,0,9069.102844,82.773206,0,0.012044,-0.010305,42.014608
1741621105,43683.416667,21.207307,0,9158.286996,85.600164,0,0.011057,-0.011052,41.971118
1741621729,43693.816667,20.907783,0,9103.319755,84.900745,0,0.006767,-0.006759,41.983523
1741622367,43704.450000,20.744646,0,9092.994205,84.333950,0,0.008854,-0.007624,41.922109
1741622992,43714.866667,20.980657,0,9157.948244,84.688459,0,0.010704,-0.009836,41.869378
1741623631,43725.516667,20.597318,0,9126.290044,83.429516,0,0.013229,-0.010460,42.187700
1741624255,43735.916667,21.179638,0,9164.926592,85.426550,0,0.009452,-0.008831,41.857389
1741624893,43746.550000,21.092531,0,9097.410964,85.706587,0,0.013679,-0.013121,41.767469
1741625517,43756.950000,20.472283,0,9066.627119,83.468739,0,0.013959,-0.013838,41.622138
1741626157,43767.616667,20.440348,0,9085.652176,83.164024,0,0.013020,-0.011626,41.761988
1741626782,43778.033333,20.984354,0,9138.389400,84.884670,0,0.013894,-0.012994,42.002112
1741627420,43788.666667,20.948884,0,9138.076547,84.744089,0,0.009982,-0.006752,41.948734
1741628044,43799.066667,20.460665,0,9078.226594,83.314780,0,0.008408,-0.008253,41.783588
1741628683,43809.716667,20.651875,0,9130.002181,83.616491,0,0.010199,-0.009669,42.005325
1741629308,43820.133333,20.702638,0,9064.939458,84.423645,0,0.012885,-0.012664,41.711112
1741629946,43830.766667,20.257960,0,9115.221909,82.154581,0,0.009043,-0.008957,41.861013
1741630570,43841.166667,20.887231,0,9129.591991,84.573212,0,0.010219,-0.009330,41.709082
1741631209,43851.816667,20.583654,0,9116.999665,83.459129,0,0.012895,-0.012587,41.977542
1741631833,43862.216667,20.828718,0,9082.451533,84.774021,0,0.011603,-0.010577,41.751471
1741632471,43872.850000,20.521877,0,9042.503651,83.894154,0,0.011420,-0.010534,41.557942
1741633096,43883.266667,20.691758,0,9132.678531,83.753418,0,0.013106,-0.011374,41.975312
1741633735,43893.916667,20.787313,0,9164.995026,83.843509,0,0.004638,-0.004437,41.878804
1741634359,43904.316667,20.730861,0,9075.207949,84.443081,0,0.012047,-0.011227,41.752629
1741634998,43914.966667,20.992555,0,9115.604861,85.130097,0,0.012615,-0.010400,41.886008
1741635623,43925.383333,20.623062,0,9149.587417,83.321094,0,0.009103,-0.008042,41.712457
1741636261,43936.016667,20.835753,0,9151.781263,84.160227,0,0.011619,-0.011147,41.810335
1741636886,43946.433333,20.328459,0,9098.051563,82.596071,0,0.011631,-0.010469,41.730938
1741637526,43957.100000,20.358829,0,9095.436672,82.743247,0,0.013587,-0.013266,41.768468
1741638151,43967.516667,20.548620,0,9066.637929,83.779874,0,0.015471,-0.015250,41.631832
1741638790,43978.166667,21.047740,0,9113.892407,85.369924,0,0.012160,-0.010704,41.633227
1741639414,43988.566667,20.415079,0,9104.002802,82.893792,0,0.014291,-0.013459,41.849512
1741640052,43999.200000,20.387773,0,9089.286336,82.916954,0,0.009733,-0.009727,41.614319
1741640677,44009.616667,20.706365,0,9120.522832,83.924247,0,0.013293,-0.012085,41.765673
1741641316,44020.266667,20.300186,0,9114.877179,82.328941,0,0.015193,-0.015174,41.755480
1741641941,44030.683333,20.311479,0,9119.434653,82.333573,0,0.010803,-0.009772,41.793324
1741642579,44041.316667,19.930098,0,9076.543871,81.169383,0,0.012689,-0.011494,41.827837
1741643203,44051.716667,20.425160,0,9169.562515,82.341766,0,0.010096,-0.009829,41.855976
1741643841,44062.350000,21.062760,0,9184.544954,84.773665,0,0.011758,-0.011721,41.873395
1741644465,44072.750000,20.695389,0,9178.385244,83.350966,0,0.012314,-0.011477,42.296178
1741645103,44083.383333,20.630103,0,9167.639868,83.185412,0,0.013616,-0.012903,42.406701
1741645728,44093.800000,20.898018,0,9120.876030,84.697751,0,0.018132,-0.017024,42.450237
1741646366,44104.433333,21.159035,0,9171.995302,85.277677,0,0.010725,-0.010115,42.239705
1741646990,44114.833333,20.405654,0,9068.414040,83.180686,0,0.012033,-0.011858,42.131631
1741647629,44125.483333,20.430370,0,9004.290289,83.874523,0,0.015019,-0.014983,41.971758
1741648253,44135.883333,20.871330,0,9107.081849,84.717710,0,0.011957,-0.010538,42.124066
1741648892,44146.533333,20.913754,0,9155.782750,84.438371,0,0.012022,-0.011652,42.105962
1741649516,44156.933333,20.990926,0,9171.422314,84.605430,0,0.010335,-0.008822,42.278708
1741650156,44167.600000,21.185894,0,9139.818912,85.686524,0,0.011495,-0.010876,41.986236
1741650780,44178.000000,20.532596,0,9084.712525,83.547987,0,0.014320,-0.013239,41.686316
1741651419,44188.650000,20.455334,0,9099.160897,83.101440,0,0.014175,-0.014110,41.733736
1741652043,44199.050000,20.684039,0,9149.758492,83.565892,0,0.012969,-0.012848,41.907011
1741652682,44209.700000,19.974655,0,9072.558160,81.386588,0,0.017078,-0.016801,41.506462
1741653306,44220.100000,20.207972,0,9020.051548,82.816532,0,0.014548,-0.014400,41.379665
1741653944,44230.733333,20.171019,0,9058.995031,82.309725,0,0.014843,-0.014842,41.503868
1741654568,44241.133333,20.757959,0,9125.042730,84.091688,0,0.016299,-0.015893,41.766969
1741655207,44251.783333,20.105638,0,9110.101611,81.582678,0,0.015607,-0.011647,41.680589
1741655832,44262.200000,20.110022,0,9067.791363,81.981216,0,0.007769,-0.002266,41.765686
1741656471,44272.850000,20.654038,0,9123.741299,83.682632,0,0.011826,-0.010150,41.705166
1741657096,44283.266667,20.923556,0,9031.798044,85.637622,0,0.014661,-0.014564,41.430200
1741657736,44293.933333,20.761554,0,9060.592001,84.704523,0,0.013361,-0.011338,41.610332
1741658361,44304.350000,20.671666,0,9010.646998,84.805267,0,0.011313,-0.008275,41.260034
1741658999,44314.983333,20.050184,0,9045.950131,81.934630,0,0.011138,-0.010185,41.475804
1741659623,44325.383333,20.307521,0,9106.663635,82.432967,0,0.016146,-0.013694,41.595552
1741660263,44336.050000,20.061368,0,9063.921215,81.817792,0,0.014379,-0.013157,41.444932
1741660887,44346.450000,20.563938,0,9037.988953,84.108098,0,0.013195,-0.012691,41.444110
1741661525,44357.083333,20.650112,0,9066.167097,84.198047,0,0.012889,-0.012831,41.430684
1741662149,44367.483333,20.061110,0,9103.054603,81.465014,0,0.012583,-0.011791,41.812259
1741662787,44378.116667,19.791817,0,9032.228535,81.001687,0,0.015782,-0.015429,41.344717
1741663412,44388.533333,20.102075,0,8975.729393,82.789348,0,0.011445,-0.010516,41.313464
1741664051,44399.183333,20.307186,0,9027.149909,83.157690,0,0.016035,-0.015555,41.556464
1741664675,44409.583333,20.664359,0,9109.451391,83.855785,0,0.009790,-0.009790,41.815014
1741665314,44420.233333,21.186140,0,9133.426989,85.747487,0,0.011326,-0.011315,41.804285
1741665938,44430.633333,20.682184,0,9058.422570,84.400912,0,0.017437,-0.017305,41.332470
1741666577,44441.283333,20.676617,0,9100.688383,83.986322,0,0.009295,-0.009116,41.619328
1741667201,44451.683333,20.513070,0,9071.639116,83.588825,0,0.014431,-0.011254,41.887010
1741667840,44462.333333,20.522287,0,9113.804025,83.239488,0,0.016541,-0.015945,41.710340
1741668464,44472.733333,20.558649,0,9102.539217,83.490167,0,0.014950,-0.013775,41.752117
1741669109,44483.483333,20.091169,0,9132.106218,81.327528,0,0.012705,-0.012170,41.652515
1741669735,44493.916667,20.196123,0,9071.102263,82.302166,0,0.013725,-0.013226,41.434668
1741670385,44504.750000,19.934845,0,8975.661211,82.101244,0,0.014712,-0.014705,41.303869
1741671011,44515.183333,20.840788,0,9154.160231,84.158685,0,0.012500,-0.012244,41.715458
1741671635,44525.583333,20.399965,0,8984.827071,83.931123,0,0.019884,-0.019813,41.464215
1741672274,44536.233333,20.647130,0,9078.598936,84.070607,0,0.013336,-0.009451,41.707107
1741672898,44546.633333,20.513387,0,9021.734952,84.052500,0,0.016585,-0.013811,41.611698
1741673538,44557.300000,20.514325,0,9068.100835,83.626556,0,0.014140,-0.014130,41.544242
1741674163,44567.716667,20.269124,0,9014.156913,83.121464,0,0.016161,-0.016063,41.370884
1741674801,44578.350000,20.945672,0,9023.589173,85.806130,0,0.012062,-0.011756,41.539231
1741675424,44588.733333,20.621107,0,9053.159488,84.200589,0,0.013843,-0.013833,41.684653
1741676064,44599.400000,20.000811,0,9063.236265,81.576982,0,0.013512,-0.013466,41.635076
1741676689,44609.816667,20.128657,0,9123.777226,81.553657,0,0.012081,-0.011720,41.649503
1741677328,44620.466667,20.014522,0,9096.565673,81.333805,0,0.009946,-0.009441,41.673820
1741677952,44630.866667,20.491793,0,9070.202313,83.515352,0,0.012521,-0.011581,41.463264
1741678592,44641.533333,20.360142,0,9091.539880,82.784053,0,0.012285,-0.012282,41.670122
1741679217,44651.950000,21.091151,0,9103.077267,85.647634,0,0.012693,-0.012686,41.696329
1741679855,44662.583333,20.362237,0,9086.794882,82.835803,0,0.012014,-0.011180,41.696038
1741680480,44673.000000,19.991338,0,9133.131574,80.914333,0,0.011773,-0.011019,41.758828
